duAn,huong,phapLy,noBed,soLau,Street,Precinct,District,acreage_value,price_value,noBathroom,price_per_area
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,47.0,2.18,1.0,46.38297872340426
Vinhomes Ocean Park Gia Lâm,,,1.0,,,,Huyện Gia Lâm,43.0,2.3,1.0,53.48837209302326
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,47.0,2.18,1.0,46.38297872340426
Vinhomes Ocean Park Gia Lâm,,,1.0,,,,Huyện Gia Lâm,31.0,1.65,1.0,53.225806451612904
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,47.0,2.2,1.0,46.808510638297875
Masteri Water Front,,,1.0,,Đường Quốc Lộ 5B,Xã Đa Tốn,Huyện Gia Lâm,43.0,2.85,1.0,66.27906976744185
Masteri Water Front,,,1.0,,,,Huyện Gia Lâm,42.0,2.9,1.0,69.04761904761905
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,46.0,2.2,1.0,47.82608695652174
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,42.0,2.13,1.0,50.714285714285715
Vinhomes Ocean Park Gia Lâm,,,1.0,,,,Huyện Gia Lâm,42.0,3.0,1.0,71.42857142857143
Chung cư The Senique Hanoi,,,1.0,,,,Huyện Gia Lâm,42.0,3.0,1.0,71.42857142857143
Chung cư The Senique Hanoi,,,1.0,,,,Huyện Gia Lâm,42.0,3.1,1.0,73.80952380952381
The Pavilion - Vinhomes Ocean Park,,,1.0,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,46.0,2.3,1.0,50.0
The Pavilion - Vinhomes Ocean Park,,,1.0,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,43.0,2.56,1.0,59.53488372093023
The Pavilion - Vinhomes Ocean Park,,,1.0,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,47.0,2.43,1.0,51.702127659574465
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Đa Tốn,Huyện Gia Lâm,39.0,1.8,1.0,46.15384615384615
Vinhomes Ocean Park Gia Lâm,,,1.0,,,,Huyện Gia Lâm,45.0,2.68,1.0,59.55555555555556
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,43.0,2.35,1.0,54.651162790697676
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,47.0,2.9,1.0,61.702127659574465
Masteri Water Front,,,1.0,,Đường Quốc Lộ 5B,Xã Đa Tốn,Huyện Gia Lâm,30.0,1.9,1.0,63.333333333333336
Masteri Water Front,,,1.0,,,,Huyện Gia Lâm,43.0,2.95,1.0,68.6046511627907
Vinhomes Ocean Park Gia Lâm,,,1.0,,,,Huyện Gia Lâm,43.0,2.36,1.0,54.883720930232556
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,42.0,2.0,1.0,47.61904761904762
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,47.0,2.2,1.0,46.808510638297875
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,43.0,2.5,1.0,58.13953488372093
The London - Vinhomes Ocean Park,,,1.0,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,43.0,2.67,1.0,62.093023255813954
The London - Vinhomes Ocean Park,,,1.0,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,43.0,2.7,1.0,62.7906976744186
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,28.0,1.85,1.0,66.07142857142857
The London - Vinhomes Ocean Park,,,1.0,,,,Huyện Gia Lâm,45.0,2.75,1.0,61.111111111111114
The Beverly - Vinhomes Ocean Park,,,1.0,,,Xã Đa Tốn,Huyện Gia Lâm,36.0,2.41,,66.94444444444444
Chung cư The Senique Hanoi,,,1.0,,,,Huyện Gia Lâm,42.0,3.0,1.0,71.42857142857143
The Zenpark,,,1.0,,,,Huyện Gia Lâm,45.0,2.61,1.0,58.0
Chung cư The Senique Hanoi,,,1.0,,,,Huyện Gia Lâm,42.0,2.95,1.0,70.23809523809524
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,43.0,2.25,1.0,52.325581395348834
The Zurich - Vinhomes Ocean Park,,,1.0,,,Xã Đa Tốn,Huyện Gia Lâm,43.0,2.3,,53.48837209302326
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,47.0,2.2,1.0,46.808510638297875
The Beverly - Vinhomes Ocean Park,,,1.0,,,Xã Đa Tốn,Huyện Gia Lâm,40.0,2.2,,55.0
Vinhomes Ocean Park Gia Lâm,,,1.0,,,,Huyện Gia Lâm,43.0,2.38,1.0,55.348837209302324
Vinhomes Ocean Park Gia Lâm,,,1.0,,,,Huyện Gia Lâm,47.0,2.2,1.0,46.808510638297875
Masteri Water Front,,,1.0,,,,Huyện Gia Lâm,43.0,2.9,1.0,67.44186046511628
The London - Vinhomes Ocean Park,,,1.0,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,27.0,1.8,1.0,66.66666666666667
The London - Vinhomes Ocean Park,,,1.0,,,,Huyện Gia Lâm,51.0,3.1,1.0,60.78431372549019
Vinhomes Ocean Park Gia Lâm,,,1.0,,,,Huyện Gia Lâm,53.0,2.85,1.0,53.77358490566038
Masteri Water Front,,,1.0,,,,Huyện Gia Lâm,43.0,2.9,1.0,67.44186046511628
The London - Vinhomes Ocean Park,,,1.0,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,48.0,3.2,1.0,66.66666666666667
Vinhomes Ocean Park Gia Lâm,,,1.0,,,,Huyện Gia Lâm,41.0,2.6,1.0,63.41463414634146
Vinhomes Ocean Park Gia Lâm,,,1.0,,Đường An Đào,Xã Dương Xá,Huyện Gia Lâm,43.0,1.9,,44.18604651162791
The Pavilion - Vinhomes Ocean Park,,,1.0,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,46.0,2.2,1.0,47.82608695652174
Vinhomes Ocean Park Gia Lâm,Nam,,1.0,,,,Huyện Gia Lâm,43.0,2.29,1.0,53.25581395348837
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,27.0,1.83,1.0,67.77777777777777
The London - Vinhomes Ocean Park,,,1.0,,,,Huyện Gia Lâm,46.0,2.7,1.0,58.69565217391305
Vinhomes Ocean Park Gia Lâm,,,1.0,,,,Huyện Gia Lâm,39.0,1.8,1.0,46.15384615384615
The Pavilion - Vinhomes Ocean Park,,,1.0,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,54.0,2.99,1.0,55.370370370370374
Vinhomes Ocean Park Gia Lâm,,,1.0,,Đường 5,Xã Dương Xá,Huyện Gia Lâm,47.0,2.2,1.0,46.808510638297875
Vinhomes Ocean Park Gia Lâm,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,43.0,2.49,1.0,57.906976744186046
The London - Vinhomes Ocean Park,,,1.0,,,,Huyện Gia Lâm,47.0,3.1,1.0,65.95744680851064
The London - Vinhomes Ocean Park,,,1.0,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,43.0,2.5,1.0,58.13953488372093
The Pavilion - Vinhomes Ocean Park,,,1.0,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,36.0,2.0,1.0,55.55555555555556
Masteri Water Front,,,1.0,,Đường Quốc Lộ 5B,Xã Đa Tốn,Huyện Gia Lâm,33.0,1.95,1.0,59.09090909090909
Chung cư The Senique Hanoi,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,42.0,2.8,1.0,66.66666666666667
Vinhomes Ocean Park Gia Lâm,,,1.0,,Đường Đông Dư,Xã Dương Xá,Huyện Gia Lâm,49.0,2.7,,55.10204081632653
Masteri Water Front,,,1.0,,Đường Quốc Lộ 5B,Xã Đa Tốn,Huyện Gia Lâm,46.0,3.1,1.0,67.3913043478261
Chung cư The Senique Hanoi,,,1.0,,,,Huyện Gia Lâm,42.0,2.8,1.0,66.66666666666667
The London - Vinhomes Ocean Park,,,1.0,,,,Huyện Gia Lâm,43.0,2.8,1.0,65.11627906976744
Chung cư The Senique Hanoi,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,42.0,3.0,1.0,71.42857142857143
Vinhomes Ocean Park Gia Lâm,,,1.0,,Đường Ngọc Trai 6,Xã Dương Xá,Huyện Gia Lâm,48.0,2.7,1.0,56.25
Chung cư The Senique Hanoi,,,1.0,,,,Huyện Gia Lâm,42.0,2.0,1.0,47.61904761904762
Chung cư The Senique Hanoi,,,1.0,,,Xã Dương Xá,Huyện Gia Lâm,42.0,2.0,1.0,47.61904761904762
THT New City,,,1.0,,,,Huyện Hoài Đức,50.0,1.43,1.0,28.6
,Tây,,1.0,,,Xã Cự Khê,Huyện Thanh Oai,48.0,1.75,1.0,36.458333333333336
Eco Dream,,,1.0,,,,Huyện Thanh Trì,46.0,1.8,,39.130434782608695
,,Giấy tờ hợp lệ,1.0,16.0,Đường Tỉnh lộ 70,Xã Tả Thanh Oai,Huyện Thanh Trì,36.0,1.28,,35.55555555555556
,,Giấy chứng nhận quyền sở hữu đất,1.0,28.0,,Xã Tả Thanh Oai,Huyện Thanh Trì,45.0,2.08,,46.22222222222222
Chung cư Đại Thanh,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,36.0,1.28,1.0,35.55555555555556
Đại Thanh,,,1.0,,,,Huyện Thanh Trì,42.0,2.04,1.0,48.57142857142857
,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,45.0,1.59,1.0,35.333333333333336
Chung cư Đại Thanh,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,36.0,1.35,1.0,37.5
Chung cư Đại Thanh,,,1.0,,,,Huyện Thanh Trì,45.0,1.58,1.0,35.111111111111114
Chung cư Đại Thanh,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,45.0,1.69,1.0,37.55555555555556
Chung cư Đại Thanh,,,1.0,,,,Huyện Thanh Trì,45.0,2.16,1.0,48.0
Đại Thanh,,,1.0,,,Xã Tả Thanh Oai,Huyện Thanh Trì,36.0,1.5,1.0,41.666666666666664
Chung cư Đại Thanh,,,1.0,,,,Huyện Thanh Trì,36.0,1.36,1.0,37.77777777777778
Chung cư Đại Thanh,,,1.0,,,,Huyện Thanh Trì,45.0,2.03,1.0,45.11111111111111
Chung cư Đại Thanh,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,42.0,1.68,1.0,40.0
Chung cư Đại Thanh,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,45.0,2.15,1.0,47.77777777777778
Chung cư Đại Thanh,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,45.0,1.6,1.0,35.55555555555556
Đại Thanh,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,45.0,2.08,1.0,46.22222222222222
Chung cư Đại Thanh,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,45.0,2.15,1.0,47.77777777777778
Chung cư Đại Thanh,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,36.0,1.17,1.0,32.5
Chung cư Đại Thanh,,,1.0,,,,Huyện Thanh Trì,45.0,2.0,1.0,44.44444444444444
Chung cư Đại Thanh,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,42.0,1.53,1.0,36.42857142857143
Chung cư Đại Thanh,,,1.0,,,,Huyện Thanh Trì,36.0,1.23,1.0,34.166666666666664
Chung cư Đại Thanh,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,36.0,1.35,1.0,37.5
Chung cư Đại Thanh,,,1.0,,,,Huyện Thanh Trì,45.0,2.02,1.0,44.888888888888886
Chung cư Đại Thanh,,,1.0,,,,Huyện Thanh Trì,45.0,1.62,1.0,36.0
Đại Thanh,,,1.0,,,,Huyện Thanh Trì,42.0,1.54,1.0,36.666666666666664
Đại Thanh,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,36.0,1.05,1.0,29.166666666666668
Chung cư Đại Thanh,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,42.0,1.9,,45.23809523809524
Chung cư Đại Thanh,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,42.0,1.64,1.0,39.04761904761905
Chung cư Đại Thanh,,,1.0,,Đường Phan Trọng Tuệ,Xã Tả Thanh Oai,Huyện Thanh Trì,45.0,2.15,1.0,47.77777777777778
Phenikaa Hòa Lạc,,,1.0,,,Xã Thạch Hòa,Huyện Thạch Thất,47.0,0.95,1.0,20.21276595744681
Phenikaa Hòa Lạc,,,1.0,,,Xã Thạch Hòa,Huyện Thạch Thất,44.0,1.19,1.0,27.045454545454547
Phenikaa Hòa Lạc,,,1.0,,,Xã Thạch Hòa,Huyện Thạch Thất,45.0,1.2,1.0,26.666666666666668
Phenikaa Hòa Lạc,Nam,,1.0,,,Xã Thạch Hòa,Huyện Thạch Thất,45.0,0.999,1.0,22.2
,Tây Bắc,Giấy tờ hợp lệ,1.0,1.0,Đường Võ Nguyên Giáp,Xã Vĩnh Ngọc,Huyện Đông Anh,47.0,2.8,,59.57446808510638
Vinhomes Cổ Loa,,,1.0,,Đường Cổ Loa,Xã Đông Hội,Huyện Đông Anh,30.0,2.8,1.0,93.33333333333333
Vinhomes Cổ Loa,,,1.0,,,,Huyện Đông Anh,49.0,4.6,1.0,93.87755102040816
Vinhomes Cổ Loa,,,1.0,,,,Huyện Đông Anh,45.0,4.24,1.0,94.22222222222223
Vinhomes Cổ Loa,,,1.0,,Đường Cổ Loa,Xã Đông Hội,Huyện Đông Anh,48.0,4.35,1.0,90.625
Vinhomes Cổ Loa,,,1.0,,Đường Cổ Loa,Xã Đông Hội,Huyện Đông Anh,46.0,3.8,1.0,82.6086956521739
Vinhomes Cổ Loa,,,1.0,,Đường Cổ Loa,Xã Đông Hội,Huyện Đông Anh,30.0,2.5,1.0,83.33333333333333
Vinhomes Cổ Loa,,,1.0,,Đường Trường Sa,Xã Đông Hội,Huyện Đông Anh,49.0,4.6,,93.87755102040816
Vinhomes Cổ Loa,,,1.0,,,,Huyện Đông Anh,34.0,3.0,1.0,88.23529411764706
Vinhomes Cổ Loa,,,1.0,,,,Huyện Đông Anh,45.0,4.0,1.0,88.88888888888889
Vinhomes Cổ Loa,,,1.0,,,,Huyện Đông Anh,42.0,3.8,1.0,90.47619047619048
Vinhomes Cổ Loa,Tây,,1.0,,,,Huyện Đông Anh,34.0,3.1,1.0,91.17647058823529
Vinhomes Cổ Loa,,,1.0,,Đường Cổ Loa,Xã Đông Hội,Huyện Đông Anh,38.0,3.42,,90.0
Đường Giang Văn Minh,,,1.0,,Đường Giang Văn Minh,,Quận Ba Đình,35.0,0.55,,15.714285714285714
,,Giấy tờ hợp lệ,1.0,2.0,Đường Hoàng Hoa Thám,Phường Vĩnh Phúc,Quận Ba Đình,50.0,1.35,,27.0
,,Giấy chứng nhận quyền sở hữu đất,1.0,5.0,Phố Cửa Bắc,Phường Quán Thánh,Quận Ba Đình,35.0,2.25,,64.28571428571429
,,,1.0,5.0,Đường Hoàng Hoa Thám,Phường Ngọc Hà,Quận Ba Đình,35.0,0.7,,20.0
,,,1.0,2.0,Đường Hoàng Hoa Thám,Phường Liễu Giai,Quận Ba Đình,35.0,0.76,,21.714285714285715
,,Giấy chứng nhận quyền sở hữu đất,1.0,1.0,Phố Láng Hạ,Phường Thành Công,Quận Ba Đình,50.0,4.65,,93.0
,,Giấy chứng nhận quyền sở hữu đất,1.0,6.0,Phố Núi Trúc,Phường Kim Mã,Quận Ba Đình,30.0,0.6,,20.0
,,Giấy chứng nhận quyền sở hữu đất,1.0,7.0,Phố Đội cấn,Phường Đội Cấn,Quận Ba Đình,28.0,0.6,,21.428571428571427
,,Giấy chứng nhận quyền sở hữu đất,1.0,1.0,Đường Ngọc Hà,Phường Ngọc Hà,Quận Ba Đình,50.0,2.7,,54.0
,,Giấy tờ hợp lệ,1.0,7.0,Đường Giảng Võ,Phường Giảng Võ,Quận Ba Đình,35.0,1.15,,32.857142857142854
Lancaster Hà Nội,,,1.0,,Đường Núi Trúc,Phường Giảng Võ,Quận Ba Đình,45.0,3.5,1.0,77.77777777777777
Lancaster Hà Nội,,,1.0,,Đường Núi Trúc,Phường Giảng Võ,Quận Ba Đình,50.0,4.6,1.0,92.0
Discovery Central,,,1.0,,Đường Trần Phú,Phường Điện Biên,Quận Ba Đình,52.0,4.6,1.0,88.46153846153847
,,,1.0,,,Phường Thành Công,Quận Ba Đình,30.0,2.25,1.0,75.0
The Link Ciputra,,,1.0,,,,Quận Bắc Từ Liêm,58.0,3.3,,56.89655172413793
,,,1.0,,Đường Đỗ Nhuận,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,36.0,1.45,,40.27777777777778
,,,1.0,,Đường Cổ Nhuế,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,50.0,1.8,,36.0
,,,1.0,1.0,Đường Xuân Đỉnh,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,36.0,1.45,,40.27777777777778
,,,1.0,1.0,Đường Cổ Nhuế,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,50.0,1.8,,36.0
,,,1.0,1.0,Đường Xuân Đỉnh,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,52.0,1.7,,32.69230769230769
,,Giấy chứng nhận quyền sở hữu đất,1.0,1.0,Đường Cổ Nhuế,Phường Đông Ngạc,Quận Bắc Từ Liêm,35.0,1.75,,50.0
,,Giấy chứng nhận quyền sở hữu đất,1.0,3.0,Đường Nhật Tảo,Phường Đông Ngạc,Quận Bắc Từ Liêm,60.0,1.85,,30.833333333333332
,,Giấy chứng nhận quyền sở hữu đất,1.0,1.0,Đường Hoàng Quốc Việt,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,48.0,3.15,,65.625
,,Giấy chứng nhận quyền sở hữu đất,1.0,24.0,Đường Cổ Nhuế,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,48.0,1.8,,37.5
Sunshine City,,,1.0,,,,Quận Bắc Từ Liêm,58.0,4.5,1.0,77.58620689655173
Sunshine City,Đông,,1.0,,,Phường Đông Ngạc,Quận Bắc Từ Liêm,58.0,4.5,1.0,77.58620689655173
Sunshine City,Đông,,1.0,,,Phường Đông Ngạc,Quận Bắc Từ Liêm,58.0,4.5,1.0,77.58620689655173
Sunshine City,Nam,,1.0,,Đường 23,Phường Đông Ngạc,Quận Bắc Từ Liêm,58.0,4.5,1.0,77.58620689655173
Vinhomes D' Capitale‎ Trần Duy Hưng,,,1.0,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,38.0,1.8,,47.36842105263158
Đường Trần Thái Tông,,,1.0,,Đường Trần Thái Tông,Phường Dịch Vọng Hậu,Quận Cầu Giấy,35.0,0.75,,21.428571428571427
Vinhomes D' Capitale‎ Trần Duy Hưng,,,1.0,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,38.0,2.0,,52.63157894736842
,,,1.0,,Đường Hồ Tùng Mậu,Phường Mai Dịch,Quận Cầu Giấy,32.0,1.15,,35.9375
,,,1.0,,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy,42.0,1.2,,28.571428571428573
,,,1.0,1.0,Đường Hồ Tùng Mậu,Phường Mai Dịch,Quận Cầu Giấy,32.0,1.15,,35.9375
,,,1.0,1.0,Đường Yên Hòa,Phường Yên Hòa,Quận Cầu Giấy,35.0,1.88,,53.714285714285715
,,,1.0,1.0,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy,43.0,1.2,,27.906976744186046
,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,1.0,5.0,Phố Trần Quý Kiên,Phường Dịch Vọng,Quận Cầu Giấy,52.0,2.25,,43.26923076923077
,Nam,Giấy chứng nhận quyền sở hữu đất,1.0,2.0,Đường Nghĩa Tân,Phường Nghĩa Tân,Quận Cầu Giấy,50.0,2.5,,50.0
,,,1.0,9.0,Đường Lê Đức Thọ,Phường Mai Dịch,Quận Cầu Giấy,52.0,3.0,,57.69230769230769
,,Giấy chứng nhận quyền sở hữu đất,1.0,1.0,Phố Trần Tử Bình,Phường Dịch Vọng Hậu,Quận Cầu Giấy,60.0,3.4,,56.666666666666664
,,,1.0,2.0,Đường Hồ Tùng Mậu,Phường Mai Dịch,Quận Cầu Giấy,45.0,1.52,,33.77777777777778
,,Giấy chứng nhận quyền sở hữu đất,1.0,1.0,Đường Mai Dịch,Phường Mai Dịch,Quận Cầu Giấy,47.0,3.45,,73.40425531914893
,,Giấy chứng nhận quyền sở hữu đất,1.0,8.0,Đường Lê Văn Lương,Phường Trung Hòa,Quận Cầu Giấy,49.0,2.7,,55.10204081632653
,,Giấy chứng nhận quyền sở hữu đất,1.0,1.0,Đường Hoàng Quốc Việt,Phường Nghĩa Đô,Quận Cầu Giấy,47.0,3.15,,67.02127659574468
,,,1.0,1.0,Đường Xuân Thủy,Phường Dịch Vọng,Quận Cầu Giấy,40.0,1.3,,32.5
,,,1.0,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,51.0,4.3,,84.31372549019608
Vinhomes D'Capitale,,,1.0,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,38.0,2.75,1.0,72.36842105263158
A10-A14 Nam Trung Yên,,,1.0,,,,Quận Cầu Giấy,45.0,3.1,1.0,68.88888888888889
Vinhomes D'Capitale,,,1.0,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,38.0,2.2,1.0,57.89473684210526
Watermark Tây Hồ,,,1.0,,Đường Lạc Long Quân,Phường Nghĩa Đô,Quận Cầu Giấy,54.0,4.6,1.0,85.18518518518519
,,,1.0,,Đường Nguyễn Văn Huyên,Phường Nghĩa Đô,Quận Cầu Giấy,48.0,3.0,1.0,62.5
Vinhomes D'Capitale,,,1.0,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,39.0,2.5,1.0,64.1025641025641
,Nam,,1.0,1.0,Phố Nghĩa Tân,Phường Nghĩa Tân,Quận Cầu Giấy,50.0,3.0,1.0,60.0
Vinhomes D'Capitale,,,1.0,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,38.0,2.78,1.0,73.15789473684211
,,,1.0,,Đường Nguyễn Văn Huyên,Phường Nghĩa Đô,Quận Cầu Giấy,48.0,3.0,1.0,62.5
A10-A14 Nam Trung Yên,,,1.0,,,Phường Yên Hòa,Quận Cầu Giấy,47.0,2.9,1.0,61.702127659574465
,,,1.0,,Đường Nguyễn Văn Huyên,Phường Dịch Vọng,Quận Cầu Giấy,48.0,3.0,1.0,62.5
Vinhomes D'Capitale,,,1.0,,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,39.0,3.0,1.0,76.92307692307692
Chung cư 30T Nam Trung Yên,,,1.0,,Đường Mạc Thái Tổ,Phường Trung Hòa,Quận Cầu Giấy,44.0,2.77,1.0,62.95454545454545
Chung cư 30T Nam Trung Yên,,,1.0,,Đường Mạc Thái Tổ,Phường Trung Hòa,Quận Cầu Giấy,44.0,2.77,1.0,62.95454545454545
,,,1.0,,Phố Trần Bình,Phường Mai Dịch,Quận Cầu Giấy,35.0,1.19,1.0,34.0
A10-A14 Nam Trung Yên,,,1.0,,,,Quận Cầu Giấy,40.0,2.9,1.0,72.5
Quận Hai Bà Trưng,,,1.0,,,,Quận Hai Bà Trưng,35.0,0.6,,17.142857142857142
Phố 8/3,,,1.0,,Phố 8/3,Phường Quỳnh Mai,Quận Hai Bà Trưng,32.0,1.5,,46.875
Sunshine Garden,,,1.0,,,,Quận Hai Bà Trưng,45.0,2.2,,48.888888888888886
,,Giấy chứng nhận quyền sở hữu đất,1.0,3.0,,Phường Quỳnh Mai,Quận Hai Bà Trưng,30.0,2.72,,90.66666666666667
,Tây,Giấy chứng nhận quyền sở hữu đất,1.0,1.0,Đường Minh Khai,Phường Minh Khai,Quận Hai Bà Trưng,38.0,2.8,,73.6842105263158
,,Giấy chứng nhận quyền sở hữu đất,1.0,1.0,Phố Nguyễn Bỉnh Khiêm,Phường Lê Đại Hành,Quận Hai Bà Trưng,50.0,4.4,,88.0
,,,1.0,,,Phường Đống Mác,Quận Hai Bà Trưng,28.0,0.88,,31.428571428571427
,,Giấy chứng nhận quyền sở hữu đất,1.0,7.0,Phố Hoa Lư,Phường Bạch Mai,Quận Hai Bà Trưng,28.0,0.6,,21.428571428571427
,,Giấy chứng nhận quyền sở hữu đất,1.0,7.0,,Phường Thanh Nhàn,Quận Hai Bà Trưng,35.0,0.7,,20.0
,,Giấy chứng nhận quyền sở hữu đất,1.0,1.0,Phố Nguyễn Công Trứ,Phường Phố Huế,Quận Hai Bà Trưng,40.0,3.0,,75.0
,,,1.0,4.0,Phố Nguyễn Công Trứ,Phường Phố Huế,Quận Hai Bà Trưng,32.0,2.1,,65.625
Sunshine Garden,,,1.0,,Đường Dương Văn Bé,Phường Vĩnh Tuy,Quận Hai Bà Trưng,45.0,3.6,1.0,80.0
Sunshine Garden,,,1.0,,,,Quận Hai Bà Trưng,45.0,4.0,1.0,88.88888888888889
Times City - Park Hill,Nam,,1.0,,,,Quận Hai Bà Trưng,52.0,4.4,1.0,84.61538461538461
Times City,Bắc,,1.0,,,,Quận Hai Bà Trưng,53.0,4.6,1.0,86.79245283018868
Times City - Park Hill,Nam,,1.0,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,53.0,4.26,1.0,80.37735849056604
Sunshine Garden,Đông,,1.0,,Đường Dương Văn Bé,Phường Vĩnh Tuy,Quận Hai Bà Trưng,45.0,3.77,1.0,83.77777777777777
Sunshine Garden,Tây,,1.0,,Đường Dương Văn Bé,Phường Vĩnh Tuy,Quận Hai Bà Trưng,45.0,3.78,1.0,84.0
Times City - Park Hill,Nam,,1.0,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,53.0,4.5,1.0,84.90566037735849
Sunshine Garden,,,1.0,,Đường Dương Văn Bé,Phường Vĩnh Tuy,Quận Hai Bà Trưng,46.0,3.6,1.0,78.26086956521739
Sunshine Garden,,,1.0,,Đường Dương Văn Bé,Phường Vĩnh Tuy,Quận Hai Bà Trưng,52.0,3.58,1.0,68.84615384615384
,,,1.0,,Phố Chùa Quỳnh,Phường Thanh Nhàn,Quận Hai Bà Trưng,30.0,1.45,1.0,48.333333333333336
Sunshine Garden,,,1.0,,Đường Dương Văn Bé,Phường Vĩnh Tuy,Quận Hai Bà Trưng,50.0,3.4,1.0,68.0
Times City,Bắc,,1.0,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,53.0,4.55,1.0,85.84905660377359
