duAn,huong,phapLy,noBed,soLau,Street,Precinct,District,acreage_value,price_value,noBathroom
Phường Đại Kim,,,,,,,Quận Hoàng Mai,103.0,6.5,
PHC Complex 158 Nguyễn Sơn,Tây Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Sơn,Phường Bồ Đề,Quận Long Biên,100.0,7.2,
Khu đô thị Eurowindow River Park,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,,Xã Đông Hội,Huyện Đông Anh,65.0,2.85,
Nhà ở xã hội Rice City Tây Nam Linh Đàm,,,,,Đường Linh Đàm,,Quận Hoàng Mai,63.0,3.55,
B1-B2 Tây Nam Linh Đàm,,,,,,Phường Hoàng Liệt,Quận Hoàng Mai,83.0,4.66,
Premier Berriver Long Biên,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Văn Cừ,Phường Bồ Đề,Quận Long Biên,105.0,6.65,
Vinhomes Smart City,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,30.0,2.16,
Đường Trần Hữu Dực,,Giấy chứng nhận quyền sở hữu đất,,,Đường Trần Hữu Dực,,Quận Nam Từ Liêm,70.0,4.65,
Berriver Jardin,Đông Nam,Giấy chứng nhận quyền sở hữu đất,3.0,13.0,Đường Nguyễn Văn Cừ,Phường Bồ Đề,Quận Long Biên,83.0,5.5,
Euro River Park,,Giấy chứng nhận quyền sở hữu đất,,,,Xã Đông Hội,Huyện Đông Anh,68.0,3.5,
Premier Berriver Long Biên,Tây Nam,Giấy tờ hợp lệ,,,Đường Nguyễn Văn Cừ,Phường Bồ Đề,Quận Long Biên,118.0,7.1,
Premier Berriver Long Biên,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Văn Cừ,Phường Bồ Đề,Quận Long Biên,75.0,5.35,
Đường Thạch Bàn,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Thạch Bàn,Phường Thạch Bàn,Quận Long Biên,56.6,2.8,
Green Stars,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Phạm Văn Đồng,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,102.0,6.5,
The Emerald CT8 Mỹ Đình,,Giấy chứng nhận quyền sở hữu đất,,,Đường Đình Thôn,Phường Mỹ Đình 1,Quận Nam Từ Liêm,142.0,9.85,
Vinhomes Smart City,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,98.0,6.4,
Vinhomes Ocean Park,,Giấy chứng nhận quyền sở hữu đất,1.0,,,Xã Dương Xá,Huyện Gia Lâm,31.0,1.59,
Đường Duy Tân,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Duy Tân,Phường Dịch Vọng Hậu,Quận Cầu Giấy,72.0,6.3,
Eco City Việt Hưng,Tây Nam,Giấy chứng nhận quyền sở hữu đất,,,,Phường Giang Biên,Quận Long Biên,73.0,3.63,
Goldmark City,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm,99.0,5.9,
Phố Kim Mã Thượng,,,,,Phố Kim Mã Thượng,Phường Liễu Giai,Quận Ba Đình,60.0,3.18,
Phố Doãn Kế Thiện,,Giấy chứng nhận quyền sở hữu đất,,,Phố Doãn Kế Thiện,Phường Mai Dịch,Quận Cầu Giấy,90.0,3.6,
Vinhomes Smart City,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,81.0,5.27,
Viha Complex,,,,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,73.0,6.2,
Golden Land,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Trãi,Phường Thanh Xuân Trung,Quận Thanh Xuân,113.0,5.09,
Đường Xuân La,,,,,Đường Xuân La,Phường Xuân La,Quận Tây Hồ,62.0,0.78,
Khu đô thị Mỹ Đình II,,Giấy chứng nhận quyền sở hữu đất,,,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm,144.0,6.25,
Vinhomes Ocean Park,Đông,Giấy chứng nhận quyền sở hữu đất,,,,Xã Dương Xá,Huyện Gia Lâm,43.0,2.24,
Đường Nguyễn Cơ Thạch,Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Cơ Thạch,Phường Mỹ Đình 1,Quận Nam Từ Liêm,128.0,7.5,
Masteri West Heights,,,,,,Phường Đại Mỗ,Quận Nam Từ Liêm,42.0,3.2,
Khu đô thị mới Linh Đàm,,,,,,Phường Đại Kim,Quận Hoàng Mai,67.0,2.6,
Vinhomes Smart City,Đông Nam,,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,54.0,2.98,
Vinhomes Smart City,Đông Nam,,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,54.0,2.98,
Vinhomes Ocean Park,,,,,,Xã Dương Xá,Huyện Gia Lâm,68.0,3.32,
Vinhomes Ocean Park,,,,,,Xã Dương Xá,Huyện Gia Lâm,49.5,2.26,
Vinhomes Ocean Park,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,,Xã Dương Xá,Huyện Gia Lâm,45.0,2.1,
Vinhomes Ocean Park,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,,Xã Dương Xá,Huyện Gia Lâm,43.0,1.8,
Phường Bách Khoa,,,,,,,Quận Hai Bà Trưng,80.0,2.48,
An Bình City,Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,83.0,6.1,
Phố Chùa Láng,Nam,Giấy chứng nhận quyền sở hữu đất,2.0,7.0,Phố Chùa Láng,Phường Láng Thượng,Quận Đống Đa,48.0,0.6,
Goldmark City,,,,,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm,110.0,7.0,
Đường Võ Chí Công,,,,,Đường Võ Chí Công,Phường Xuân La,Quận Tây Hồ,40.0,1.19,
Đường Xuân Đỉnh,,Giấy chứng nhận quyền sở hữu đất,,,Đường Xuân Đỉnh,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,32.0,0.65,
Vinhomes Smart City,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,28.0,1.9,
An Bình City,,,,,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,74.0,5.0,
Đường Linh Đàm,,,,,Đường Linh Đàm,Phường Hoàng Liệt,Quận Hoàng Mai,67.0,2.7,
Phường Mỹ Đình 1,,Giấy chứng nhận quyền sở hữu đất,,,,,Quận Nam Từ Liêm,86.0,4.25,
Mỹ Đình Pearl,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại lộ Thăng Long,Phường Mễ Trì,Quận Nam Từ Liêm,150.0,8.5,
Hemisco Xa La,,Giấy chứng nhận quyền sở hữu đất,,,,Phường Phúc La,Quận Hà Đông,89.0,3.45,
Khu đô thị Kiến Hưng,,Giấy chứng nhận quyền sở hữu đất,,,Đường Lê Trọng Tấn,Phường Kiến Hưng,Quận Hà Đông,56.0,2.33,
D’. Le Roi Soleil Quảng An,,,,,Đường Đặng Thai Mai,Phường Quảng An,Quận Tây Hồ,88.0,9.0,
Goldmark City,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm,121.0,7.0,
Nàng Hương - 583 Nguyễn Trãi,,,,,,,Quận Hà Đông,117.0,5.6,
Đường Trần Phú,,,,,Đường Trần Phú,Phường Nguyễn Trãi,Quận Hà Đông,94.0,4.45,
Vinhomes Smart City,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,45.0,3.0,
Mỹ Đình Pearl,,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại lộ Thăng Long,Phường Mễ Trì,Quận Nam Từ Liêm,110.0,5.6,
Vinhomes Smart City,,,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,60.0,4.55,
Masteri West Heights,,,,,,Phường Đại Mỗ,Quận Nam Từ Liêm,60.0,4.75,
Khu đô thị mới Linh Đàm,,,,,,Phường Đại Kim,Quận Hoàng Mai,60.0,2.35,
Goldmark City,,,,,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm,99.0,5.0,
Phường Mỹ Đình 2,,Giấy chứng nhận quyền sở hữu đất,,,,,Quận Nam Từ Liêm,155.0,6.5,
Phố Hồng Tiến,,,,,Phố Hồng Tiến,Phường Bồ Đề,Quận Long Biên,72.0,4.69,
Vinhomes Smart City,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,64.0,4.05,
Khu đô thị FLC Garden City,,Giấy chứng nhận quyền sở hữu đất,,,Đường Ngọc Đại,Phường Đại Mỗ,Quận Nam Từ Liêm,65.0,3.45,
Khu đô thị FLC Garden City,Tây,Giấy chứng nhận quyền sở hữu đất,,,Đường Ngọc Đại,Phường Đại Mỗ,Quận Nam Từ Liêm,65.0,3.45,
Phường Vĩnh Tuy,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,,,,,Quận Hai Bà Trưng,88.0,8.3,
Đường Triều Khúc,,,,,Đường Triều Khúc,Phường Thanh Xuân Nam,Quận Thanh Xuân,79.0,5.5,
Sunshine City,Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Phạm Văn Đồng,Phường Đông Ngạc,Quận Bắc Từ Liêm,98.0,7.2,
Eco City Việt Hưng,,Giấy chứng nhận quyền sở hữu đất,,,,Phường Giang Biên,Quận Long Biên,78.0,4.0,
Vinhomes Smart City,Tây Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,55.0,3.5,
đường Tây Mỗ,,Giấy chứng nhận quyền sở hữu đất,2.0,,,Phường Tây Mỗ,Quận Nam Từ Liêm,62.0,4.8,
Vinhomes Ocean Park,,Giấy chứng nhận quyền sở hữu đất,,,,Xã Dương Xá,Huyện Gia Lâm,31.0,1.65,
Vinhomes Ocean Park,Tây Nam,Giấy chứng nhận quyền sở hữu đất,,,,Xã Dương Xá,Huyện Gia Lâm,43.0,2.28,
Nhà ở xã hội Rice City Tây Nam Linh Đàm,,,,,Đường Linh Đàm,,Quận Hoàng Mai,70.0,4.14,
Đường Nguyễn Chánh,,,2.0,,Đường Nguyễn Chánh,Phường Yên Hòa,Quận Cầu Giấy,66.0,4.35,
Iris Garden,,,,,Đường Trần Hữu Dực,Phường Mỹ Đình 1,Quận Nam Từ Liêm,135.0,7.3,
Phố Phố Vọng,Tây,Giấy chứng nhận quyền sở hữu đất,2.0,5.0,Phố Phố Vọng,Phường Bạch Mai,Quận Hai Bà Trưng,50.0,0.6,
Phố Xã Đàn,Tây Nam,Giấy chứng nhận quyền sở hữu đất,2.0,5.0,Phố Xã Đàn,Phường Phương Liên,Quận Đống Đa,46.0,0.6,
Đường Tây Sơn,Nam,,2.0,7.0,Đường Tây Sơn,Phường Quang Trung,Quận Đống Đa,46.0,0.6,
Đường Thanh Nhàn,Đông,Giấy chứng nhận quyền sở hữu đất,2.0,6.0,Đường Thanh Nhàn,Phường Thanh Nhàn,Quận Hai Bà Trưng,46.0,0.6,
Vinhomes Ocean Park,Đông Nam,,,,,Xã Dương Xá,Huyện Gia Lâm,98.0,6.0,
An Bình City,Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,83.7,6.5,
Vinhomes Smart City,Tây Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,70.0,4.9,
The Pavilion,,,,,,Xã Dương Xá,Huyện Gia Lâm,56.0,2.6,
Vinhomes Ocean Park,,,,,,Xã Dương Xá,Huyện Gia Lâm,43.0,2.35,
Vinhomes Ocean Park,Tây Bắc,,,,,Xã Dương Xá,Huyện Gia Lâm,43.0,2.15,
Capital Elite,Đông Bắc,,,,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm,105.0,8.47,
Masteri West Heights,Đông Bắc,,,,,Phường Đại Mỗ,Quận Nam Từ Liêm,42.0,3.3,
Khu đô thị mới Linh Đàm,,,,,,Phường Đại Kim,Quận Hoàng Mai,47.0,1.93,
Masteri West Heights,Đông Nam,,,,,Phường Đại Mỗ,Quận Nam Từ Liêm,75.0,5.2,
Vinhomes Smart City,,,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,43.0,2.56,
Khu đô thị Vinhomes Gardenia,,Giấy chứng nhận quyền sở hữu đất,4.0,,Đường Hàm Nghi,,Quận Nam Từ Liêm,122.0,9.0,
Iris Garden,Đông Nam,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Trần Hữu Dực,Phường Mễ Trì,Quận Nam Từ Liêm,135.0,6.6,
Iris Garden,,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Trần Hữu Dực,,Quận Nam Từ Liêm,135.0,7.3,
Vinhomes Ocean Park,,,,,,Xã Dương Xá,Huyện Gia Lâm,31.0,1.58,
Đường Trần Hữu Dực,,Giấy chứng nhận quyền sở hữu đất,,,Đường Trần Hữu Dực,Phường Mỹ Đình 1,Quận Nam Từ Liêm,82.0,5.0,
Đường Thượng Thanh,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Thượng Thanh,Phường Thượng Thanh,Quận Long Biên,62.0,3.6,
The Pavilion,Tây Nam,Giấy tờ hợp lệ,,,,Xã Dương Xá,Huyện Gia Lâm,63.0,3.4,
The Pavilion,,,,,,Xã Dương Xá,Huyện Gia Lâm,83.0,4.3,
Xã Đa Tốn,Tây Nam,Giấy chứng nhận quyền sở hữu đất,,,,,Huyện Gia Lâm,43.0,2.27,
An Bình City,,Giấy chứng nhận quyền sở hữu đất,,,Đường Phạm Văn Đồng,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,84.0,6.0,
Phố Bạch Mai,,,,,Phố Bạch Mai,Phường Bạch Mai,Quận Hai Bà Trưng,48.0,1.45,
Golden Field Mỹ Đình,,Giấy chứng nhận quyền sở hữu đất,,,Đường Hàm Nghi,Phường Mỹ Đình 2,Quận Nam Từ Liêm,65.0,4.04,
The Sakura,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,25.0,2.1,
Vinhomes Ocean Park,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,,,,Xã Dương Xá,Huyện Gia Lâm,63.0,2.97,
Amber Riverside,,,,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,74.0,5.35,
Vinhomes Smart City,Đông Nam,,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,54.0,3.8,
Tòa nhà Sông Hồng Park View,Đông Nam,Giấy chứng nhận quyền sở hữu đất,2.0,7.0,Phố Thái Hà,,Quận Đống Đa,82.0,5.24,
Đường Lý Thánh Tông,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,28.0,1.5,
Sun Square,,Giấy chứng nhận quyền sở hữu đất,3.0,,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm,124.0,6.5,
Vinhomes Smart City,,,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,28.0,1.9,
Masteri West Heights,,,,,,Phường Đại Mỗ,Quận Nam Từ Liêm,47.0,3.85,
BRG Diamond Residence,Tây Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân,62.0,6.0,
Vinhomes Ocean Park,,Giấy chứng nhận quyền sở hữu đất,,,,Xã Dương Xá,Huyện Gia Lâm,47.0,2.2,
GoldSeason 47 Nguyễn Tuân,,,,,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân,75.4,4.5,
Vinhomes Ocean Park,,Giấy chứng nhận quyền sở hữu đất,,,,Xã Dương Xá,Huyện Gia Lâm,70.0,3.0,
Vinhomes Ocean Park,,Giấy chứng nhận quyền sở hữu đất,,,,Xã Dương Xá,Huyện Gia Lâm,60.0,2.6,
Masteri West Heights,,,,,,Phường Đại Mỗ,Quận Nam Từ Liêm,42.0,3.45,
Đường Đình Thôn,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Đình Thôn,Phường Mỹ Đình 1,Quận Nam Từ Liêm,142.0,1.05,
Đường Đại Kim,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Kim,Phường Đại Kim,Quận Hoàng Mai,75.0,3.5,
Phường Hoàng Liệt,,,,,,,Quận Hoàng Mai,92.2,4.5,
Đường Lý Thánh Tông,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,25.0,1.65,
Imperia Smart City,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại lộ Thăng Long,Phường Tây Mỗ,Quận Nam Từ Liêm,55.0,4.1,
Phố Quan Nhân,Tây,Giấy chứng nhận quyền sở hữu đất,,,Phố Quan Nhân,Phường Nhân Chính,Quận Thanh Xuân,46.0,0.6,
Đường Đội Cấn,Tây,Giấy chứng nhận quyền sở hữu đất,2.0,6.0,Đường Đội Cấn,Phường Đội Cấn,Quận Ba Đình,46.0,0.62,
IA20 Ciputra,Đông Nam,,3.0,16.0,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,92.0,2.2,
Vinhomes Ocean Park,,Giấy chứng nhận quyền sở hữu đất,,,,Xã Dương Xá,Huyện Gia Lâm,37.0,1.65,
Golden Field Mỹ Đình,,,,,Đường Hàm Nghi,Phường Mỹ Đình 2,Quận Nam Từ Liêm,120.0,6.8,
The Sun Mễ Trì,,,,,Đường Phạm Hùng,Phường Mễ Trì,Quận Nam Từ Liêm,105.0,5.99,
Đường Đại lộ Thăng Long,Tây Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại lộ Thăng Long,Phường Tây Mỗ,Quận Nam Từ Liêm,64.0,4.07,
Hanoi Melody Residences,Nam,Giấy chứng nhận quyền sở hữu đất,,,,Phường Hoàng Liệt,Quận Hoàng Mai,95.0,5.5,
Đường Đại lộ Thăng Long,,,,,Đường Đại lộ Thăng Long,Phường Tây Mỗ,Quận Nam Từ Liêm,51.0,0.95,
Le Grand Jardin Sài Đồng,,Giấy chứng nhận quyền sở hữu đất,,,,Phường Sài Đồng,Quận Long Biên,77.0,4.1,
Masteri West Heights,,,,,,Phường Đại Mỗ,Quận Nam Từ Liêm,64.0,5.0,
Khu đô thị mới Văn Quán,,,,,Đường Yên Phúc,Phường Văn Quán,Quận Hà Đông,80.0,4.35,
Vinhomes Ocean Park,,,,,,Xã Dương Xá,Huyện Gia Lâm,74.0,4.0,
Vinhomes Ocean Park,,,,,,Xã Dương Xá,Huyện Gia Lâm,43.0,2.3,
Vinhomes Ocean Park,,,,,,Xã Dương Xá,Huyện Gia Lâm,43.0,2.3,
Vinhomes Ocean Park,,,,,,Xã Dương Xá,Huyện Gia Lâm,56.0,1.72,
Vinhomes Smart City,,,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,43.0,2.77,
Vinhomes Smart City,,,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,43.0,2.77,
Vinhomes Smart City,,,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,55.0,3.59,
Đường Xuân Đỉnh,,,,,Đường Xuân Đỉnh,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,55.0,1.65,
The Pavilion,,,,,,Xã Dương Xá,Huyện Gia Lâm,55.0,3.1,
Iris Garden,,,,,Đường Trần Hữu Dực,Phường Mỹ Đình 1,Quận Nam Từ Liêm,62.0,3.6,
Phường Tây Mỗ,,,,,,,Quận Nam Từ Liêm,43.0,2.82,
Vinhomes Smart City,,,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,55.0,3.4,
Vinhomes Smart City,,,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,64.0,3.8,
Vinhomes Ocean Park,,,,,,Xã Dương Xá,Huyện Gia Lâm,31.0,1.58,
Thăng Long Garden,Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Minh Khai,Phường Minh Khai,Quận Hai Bà Trưng,91.0,5.28,
Đường Đại lộ Thăng Long,Đông Nam,,,,Đường Đại lộ Thăng Long,Phường Tây Mỗ,Quận Nam Từ Liêm,140.0,9.65,
Phố Phương Mai,,,,,Phố Phương Mai,Phường Phương Mai,Quận Đống Đa,25.0,0.6,
QMS Tower 2,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Tố Hữu,Phường Đại Mỗ,Quận Nam Từ Liêm,70.0,4.5,
Khu đô thị Vinhomes Times City,,,,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,120.0,8.22,
Khu đô thị Vinhomes Times City,,,,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,75.0,5.9,
The Nine Tower,,,,,Đường Phạm Văn Đồng,Phường Dịch Vọng Hậu,Quận Cầu Giấy,116.0,9.0,
Khu đô thị Vinhomes Times City,,,,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,90.0,6.3,
Khu đô thị Vinhomes Times City,,,,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,75.0,5.5,
Phường Mỹ Đình 2,,Giấy chứng nhận quyền sở hữu đất,,,,,Quận Nam Từ Liêm,70.0,4.9,
Khu đô thị Vinhomes Times City,,,,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,75.0,5.99,
Khu đô thị Vinhomes Times City,,,,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,110.0,9.0,
Đường Lý Sơn,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Lý Sơn,Phường Ngọc Thụy,Quận Long Biên,90.0,4.6,
Đường Nguyễn Chí Thanh,,,2.0,,Đường Nguyễn Chí Thanh,Phường Láng Thượng,Quận Đống Đa,98.0,4.38,
Phường Yên Nghĩa,,,2.0,,,,Quận Hà Đông,67.0,1.68,
Xuân Mai Complex,,,2.0,,Đường Tố Hữu,Phường Yên Nghĩa,Quận Hà Đông,66.0,1.75,
The Terra An Hưng,,,2.0,,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,75.0,2.75,
Khu đô thị Vinhomes Times City,,,2.0,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,83.0,4.15,
Phường Nhân Chính,,,2.0,,,,Quận Thanh Xuân,57.0,0.95,
HPC Landmark 105,,,3.0,,,Phường La Khê,Quận Hà Đông,107.0,3.55,
Đường Vũ Trọng Khánh,,,3.0,,Đường Vũ Trọng Khánh,Phường Mỗ Lao,Quận Hà Đông,95.0,2.5,
Đường Trần Phú,,,3.0,,Đường Trần Phú,Phường Mỗ Lao,Quận Hà Đông,123.0,2.95,
Tây Hà Tower,,,3.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,116.0,3.4,
C14 - Bộ Công An,,,3.0,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,110.0,2.9,
Mandarin Garden,,,3.0,,Đường Hoàng Minh Giám,Phường Trung Hòa,Quận Cầu Giấy,114.0,6.84,
HH2 Linh Đàm,,,2.0,,Đường Linh Đàm,Phường Hoàng Liệt,Quận Hoàng Mai,67.0,1.51,
The Terra An Hưng,,,3.0,,Đường Tố Hữu,Phường Dương Nội,Quận Hà Đông,90.0,3.33,
Đường Vũ Trọng Khánh,,,3.0,,Đường Vũ Trọng Khánh,Phường Mỗ Lao,Quận Hà Đông,95.0,2.5,
Hateco Laroma,,,3.0,,Đường Huỳnh Thúc Kháng,Phường Láng Thượng,Quận Đống Đa,112.0,8.8,
The Park Home,,,4.0,,Đường Thành Thái,Phường Dịch Vọng,Quận Cầu Giấy,134.0,9.0,
Xuân Mai Sparks Tower,,,2.0,,Đường Tố Hữu,Phường Dương Nội,Quận Hà Đông,70.0,1.65,
