duAn,huong,phapLy,noBed,soLau,Street,Precinct,District,City,acreage_value,acreage_unit,price_value,price_unit,noBathroom
Quận Hoàng Mai,,,1,,,,Quận Hoàng Mai,Hà Nội,35.0,m2,550.0,triệu,
Đường 32,,,,,Đường 32,,Quận Cầu Giấy,Hà Nội,139.0,m2,7.0,tỷ,
Vinhomes Smart City,,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,54.0,m2,2.88,tỷ,
Đường Phạm Hùng,,Giấy chứng nhận quyền sở hữu đất,,,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,124.0,m2,6.1,tỷ,
Sunshine Crystal River,Đông Bắc,Giấy tờ hợp lệ,,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,75.0,m2,,tỷ,
Dreamland Bonanza,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Duy Tân,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,300.0,m2,,tỷ,
Sunshine Crystal River,Đông Nam,Giấy tờ hợp lệ,,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,75.0,m2,,tỷ,
AZ Lâm Viên Complex,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Phong Sắc,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,255.0,m2,,tỷ,
AZ Lâm Viên Complex,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Phong Sắc,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,255.0,m2,,tỷ,
Sunshine Golden River,Tây Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường An Dương Vương,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,384.0,m2,,tỷ,
Sunshine Crystal River,Tây Nam,,,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,150.0,m2,,tỷ,
Sunshine Crystal River,Đông Nam,,,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,75.0,m2,,tỷ,
AZ Lâm Viên Complex,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Phong Sắc,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,255.0,m2,17.0,tỷ,
Iris Garden,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Trần Hữu Dực,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,185.0,m2,,tỷ,
Sunshine Golden River,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,4,,Đường An Dương Vương,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,350.0,m2,,tỷ,
Xuân Mai Complex,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Tố Hữu,Phường La Khê,Quận Hà Đông,Hà Nội,81.0,m2,,tỷ,
Vinhomes Smart City,Tây Bắc,,2,19,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,55.0,m2,3.6,tỷ,
Vinhomes Smart City,Tây Bắc,,3,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,81.0,m2,5.55,tỷ,
Vinhomes Smart City,,,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,54.0,m2,3.5,tỷ,
Vinhomes Smart City,,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,63.0,m2,4.2,tỷ,
Vinhomes Smart City,,,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,54.0,m2,3.3,tỷ,
Vinhomes Cổ Loa,,,,,,Xã Cổ Loa,Huyện Đông Anh,Hà Nội,31.0,m2,3.0,tỷ,
FLC Star Tower,,Giấy chứng nhận quyền sở hữu đất,,,Đường Quang Trung,Phường Quang Trung,Quận Hà Đông,Hà Nội,80.0,m2,4.02,tỷ,
Vinhomes Ocean Park,,Giấy tờ hợp lệ,,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,52.0,m2,2.45,tỷ,
Đường Lý Thánh Tông,Tây Bắc,,,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,26.6,m2,1.95,tỷ,
Vinhomes Smart City,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,63.0,m2,4.0,tỷ,
Tòa nhà Licogi 12,,,,,,,Quận Hoàng Mai,Hà Nội,110.0,m2,5.5,tỷ,
Xã Dương Xá,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,,,Huyện Gia Lâm,Hà Nội,65.0,m2,3.0,tỷ,
Đường Vĩnh Phúc,,Giấy chứng nhận quyền sở hữu đất,2,6,Đường Vĩnh Phúc,Phường Vĩnh Phúc,Quận Ba Đình,Hà Nội,50.0,m2,700.0,triệu,
Phố Hoàng Cầu,,Giấy chứng nhận quyền sở hữu đất,,,Phố Hoàng Cầu,Phường Ô Chợ Dừa,Quận Đống Đa,Hà Nội,55.0,m2,650.0,triệu,
Phố Lò Đúc,,Giấy chứng nhận quyền sở hữu đất,,,Phố Lò Đúc,Phường Đống Mác,Quận Hai Bà Trưng,Hà Nội,52.0,m2,720.0,triệu,
Đường Kim Đồng,,Giấy chứng nhận quyền sở hữu đất,,,Đường Kim Đồng,Phường Giáp Bát,Quận Hoàng Mai,Hà Nội,55.0,m2,750.0,triệu,
Phố Xã Đàn,,Giấy chứng nhận quyền sở hữu đất,2,6,Phố Xã Đàn,Phường Ô Chợ Dừa,Quận Đống Đa,Hà Nội,50.0,m2,650.0,triệu,
Đường Phan Đình Giót,,Giấy chứng nhận quyền sở hữu đất,,,Đường Phan Đình Giót,Phường Phương Liệt,Quận Thanh Xuân,Hà Nội,56.0,m2,800.0,triệu,
Dreamland Bonanza,Tây Nam,Giấy chứng nhận quyền sở hữu đất,4,32,Đường Duy Tân,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,303.0,m2,,tỷ,
Mulberry Lane,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Mỗ Lao,Phường Mỗ Lao,Quận Hà Đông,Hà Nội,480.0,m2,,tỷ,
Sunshine Green Iconic Long Biên,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Lam,Phường Phúc Đồng,Quận Long Biên,Hà Nội,170.0,m2,,tỷ,
Mulberry Lane,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Mỗ Lao,Phường Mỗ Lao,Quận Hà Đông,Hà Nội,485.0,m2,,tỷ,
Mulberry Lane,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Mỗ Lao,Phường Mỗ Lao,Quận Hà Đông,Hà Nội,480.0,m2,,tỷ,
Mulberry Lane,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Mỗ Lao,Phường Mỗ Lao,Quận Hà Đông,Hà Nội,485.0,m2,,tỷ,
Sunshine Crystal River,Đông Nam,,,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,75.0,m2,,tỷ,
Sunshine Green Iconic Long Biên,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Lam,Phường Phúc Đồng,Quận Long Biên,Hà Nội,170.0,m2,,tỷ,
Vinhomes Smart City,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,1,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,43.0,m2,3.35,tỷ,
Dreamland Bonanza,Tây Nam,,,,Đường Duy Tân,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,303.0,m2,,tỷ,
Sunshine Crystal River,Đông Nam,,,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,75.0,m2,13.0,tỷ,
AZ Lâm Viên Complex,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Phong Sắc,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,255.0,m2,,tỷ,
Sunshine Crystal River,Đông Bắc,,,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,123.0,m2,,tỷ,
Sunshine Crystal River,Tây Nam,Giấy tờ hợp lệ,,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,75.0,m2,,tỷ,
AZ Lâm Viên Complex,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Phong Sắc,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,255.0,m2,,tỷ,
AZ Lâm Viên Complex,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Phong Sắc,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,255.0,m2,,tỷ,
AZ Lâm Viên Complex,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Phong Sắc,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,255.0,m2,,tỷ,
AZ Lâm Viên Complex,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Phong Sắc,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,255.0,m2,17.0,tỷ,
AZ Lâm Viên Complex,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Phong Sắc,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,255.0,m2,,tỷ,
Dreamland Bonanza,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Duy Tân,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,300.0,m2,,tỷ,
Dreamland Bonanza,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Duy Tân,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,300.0,m2,,tỷ,
AZ Lâm Viên Complex,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Phong Sắc,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,255.0,m2,,tỷ,
Dreamland Bonanza,Đông,Giấy chứng nhận quyền sở hữu đất,4,,Đường Duy Tân,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,303.0,m2,,tỷ,
Mulberry Lane,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Mỗ Lao,Phường Mỗ Lao,Quận Hà Đông,Hà Nội,355.0,m2,19.0,tỷ,
Dreamland Bonanza,Tây Nam,Giấy tờ hợp lệ,,,Đường Duy Tân,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,300.0,m2,,tỷ,
Mulberry Lane,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Mỗ Lao,Phường Mỗ Lao,Quận Hà Đông,Hà Nội,355.0,m2,,tỷ,
Sunshine Golden River,Đông Nam,,,,Đường An Dương Vương,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,279.0,m2,,tỷ,
Sunshine Crystal River,Tây Nam,Giấy tờ hợp lệ,,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,150.0,m2,,tỷ,
Sunshine Crystal River,Đông Bắc,Giấy tờ hợp lệ,,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,75.0,m2,,tỷ,
Sunshine Crystal River,Đông Bắc,,,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,75.0,m2,12.0,tỷ,
Sunshine Crystal River,Đông Nam,Giấy tờ hợp lệ,,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,75.0,m2,,tỷ,
Sunshine Golden River,Đông Nam,Giấy tờ hợp lệ,,,Đường An Dương Vương,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,500.0,m2,,tỷ,
Sunshine Crystal River,Đông Nam,,,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,75.0,m2,,tỷ,
Dreamland Bonanza,Tây Nam,Giấy tờ hợp lệ,,,Đường Duy Tân,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,300.0,m2,,tỷ,
AZ Lâm Viên Complex,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Phong Sắc,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,255.0,m2,,tỷ,
AZ Lâm Viên Complex,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Nguyễn Phong Sắc,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,255.0,m2,,tỷ,
Đường 19/5,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường 19/5,Phường Văn Quán,Quận Hà Đông,Hà Nội,80.0,m2,,tỷ,
Vinhomes Smart City,Tây Nam,Giấy chứng nhận quyền sở hữu đất,2,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,55.0,m2,3.85,tỷ,
Heritage West Lake,Đông Nam,Giấy tờ hợp lệ,,,Đường Lạc Long Quân,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,145.0,m2,23.0,tỷ,
Đường Lý Thánh Tông,Đông Nam,,,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,50.0,m2,3.2,tỷ,
Đường Lý Thánh Tông,Đông Nam,,,,Đường Lý Thánh Tông,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,76.7,m2,4.5,tỷ,
Vinhomes Smart City,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,55.0,m2,3.5,tỷ,
Green Stars,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Phạm Văn Đồng,Phường Xuân Đỉnh,Quận Bắc Từ Liêm,Hà Nội,66.0,m2,,tỷ,
Indochina Plaza Hanoi (IPH),Đông Nam,Giấy chứng nhận quyền sở hữu đất,2,,Đường Xuân Thủy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,145.0,m2,,tỷ,
Iris Garden,Tây Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Trần Hữu Dực,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,185.3,m2,,tỷ,
Iris Garden,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Trần Hữu Dực,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,185.0,m2,,tỷ,
Iris Garden,Tây Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Trần Hữu Dực,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,185.0,m2,,tỷ,
Sunshine Golden River,Đông Bắc,,,,Đường An Dương Vương,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,278.0,m2,,tỷ,
Sunshine Golden River,Đông Nam,,,,Đường An Dương Vương,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,278.0,m2,,tỷ,
Sunshine Golden River,Đông Bắc,,,,Đường An Dương Vương,Phường Phú Thượng,Quận Tây Hồ,Hà Nội,278.0,m2,,tỷ,
Bắc Hà Tower C37 Bộ Công An,,Giấy chứng nhận quyền sở hữu đất,,,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,124.0,m2,6.64,tỷ,
Vinhomes Smart City,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,62.0,m2,11.0,triệu,
Vinhomes Smart City,,,2,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,64.0,m2,4.6,tỷ,
Vinhomes Smart City,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,2,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,55.0,m2,3.58,tỷ,
Iris Garden,Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Trần Hữu Dực,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,135.0,m2,7.8,tỷ,
Iris Garden,Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Trần Hữu Dực,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,62.0,m2,4.5,tỷ,
Iris Garden,Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Trần Hữu Dực,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,135.0,m2,7.8,tỷ,
Vinhomes Smart City,,,1,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,32.0,m2,2.16,tỷ,
Vinhomes Smart City,Tây Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,54.0,m2,3.48,tỷ,
Imperia Smart City,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại lộ Thăng Long,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,43.0,m2,3.22,tỷ,
Đường Đại lộ Thăng Long,Tây Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại lộ Thăng Long,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,54.0,m2,3.72,tỷ,
Iris Garden,Tây Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Trần Hữu Dực,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,185.0,m2,15.0,tỷ,
Vinhomes Ocean Park,Đông Nam,Giấy tờ hợp lệ,,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,29.0,m2,1.9,tỷ,
The Matrix One,,,,,Đường Lê Quang Đạo,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,113.0,m2,12.0,tỷ,
Goldmark City,,Giấy chứng nhận quyền sở hữu đất,,,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm,Hà Nội,94.0,m2,,tỷ,
VP5 Linh Đàm,,,,,Đường Nguyễn Duy Trinh,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,73.0,m2,3.89,tỷ,
Goldmark City,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm,Hà Nội,104.0,m2,6.6,tỷ,
Khu đô thị Vinhomes Times City,,Giấy chứng nhận quyền sở hữu đất,,,Đường Minh Khai,Phường Vĩnh Tuy,Quận Hai Bà Trưng,Hà Nội,75.0,m2,12.0,triệu,
Vinhomes Smart City,Đông Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,103.0,m2,6.2,tỷ,
Vinhomes Smart City,,,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,90.0,m2,4.92,tỷ,
Quận Hoàng Mai,,,1,,,,Quận Hoàng Mai,Hà Nội,30.0,m2,600.0,triệu,
Đường Phạm Ngọc Thạch,,,,,Đường Phạm Ngọc Thạch,,Quận Đống Đa,Hà Nội,30.0,m2,650.0,triệu,
Đường Thanh Nhàn,Đông,Giấy chứng nhận quyền sở hữu đất,2,8,Đường Thanh Nhàn,Phường Thanh Nhàn,Quận Hai Bà Trưng,Hà Nội,53.0,m2,800.0,triệu,
Phố Khâm Thiên,Tây Nam,Giấy chứng nhận quyền sở hữu đất,2,8,Phố Khâm Thiên,Phường Ô Chợ Dừa,Quận Đống Đa,Hà Nội,53.0,m2,800.0,triệu,
Đường Phan Đình Giót,Đông,Giấy chứng nhận quyền sở hữu đất,2,8,Đường Phan Đình Giót,Phường Phương Liệt,Quận Thanh Xuân,Hà Nội,52.0,m2,800.0,triệu,
Đường Giải Phóng,Đông,Giấy chứng nhận quyền sở hữu đất,,,Đường Giải Phóng,Phường Giáp Bát,Quận Hoàng Mai,Hà Nội,53.0,m2,800.0,triệu,
Vinhomes Smart City,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,28.0,m2,1.95,tỷ,
Golden Palace Mễ Trì,,Giấy chứng nhận quyền sở hữu đất,,,,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,142.0,m2,8.38,tỷ,
Vinhomes West Point,,Giấy chứng nhận quyền sở hữu đất,,,Đường Phạm Hùng,Phường Mễ Trì,Quận Nam Từ Liêm,Hà Nội,130.0,m2,11.75,tỷ,
The Emerald CT8 Mỹ Đình,,Giấy chứng nhận quyền sở hữu đất,,,Đường Đình Thôn,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,104.0,m2,8.0,tỷ,
Parkview Residence,,,,,Đường Tố Hữu,Phường Dương Nội,Quận Hà Đông,Hà Nội,54.0,m2,3.25,tỷ,
Đường Tố Hữu,,,3,12,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội,117.0,m2,7.1,tỷ,
Phường Đại Mỗ,,,,,,,Quận Nam Từ Liêm,Hà Nội,47.0,m2,,tỷ,
B1-B2 Tây Nam Linh Đàm,,,,,,Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,70.0,m2,4.13,tỷ,
The Zen Residence,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Pháp Vân,Phường Yên Sở,Quận Hoàng Mai,Hà Nội,54.0,m2,,tỷ,
The Two Residence,Tây Nam,Giấy chứng nhận quyền sở hữu đất,,,Đường Pháp Vân,Phường Yên Sở,Quận Hoàng Mai,Hà Nội,79.0,m2,5.05,tỷ,
Vinhomes Ocean Park,,,,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,60.0,m2,2.55,tỷ,
Vinhomes Ocean Park,,,,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,47.0,m2,2.1,tỷ,
Khu đô thị Gamuda Gardens,Nam,,,,Đường Pháp Vân,Phường Yên Sở,Quận Hoàng Mai,Hà Nội,230.0,m2,,tỷ,
The Zen Residence,Đông Nam,,,,Đường Pháp Vân,Phường Yên Sở,Quận Hoàng Mai,Hà Nội,99.0,m2,,tỷ,
Khu đô thị Gamuda Gardens,Đông,,,,Đường Pháp Vân,Phường Yên Sở,Quận Hoàng Mai,Hà Nội,64.0,m2,,tỷ,
The Zen Residence,Đông Bắc,,,,Đường Pháp Vân,Phường Yên Sở,Quận Hoàng Mai,Hà Nội,98.0,m2,,tỷ,
The Zen Residence,Tây Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Pháp Vân,Phường Yên Sở,Quận Hoàng Mai,Hà Nội,95.0,m2,,tỷ,
The One Residence,Nam,,,,Đường Pháp Vân,Phường Yên Sở,Quận Hoàng Mai,Hà Nội,65.0,m2,3.9,tỷ,
The One Residence,Nam,,,,Đường Pháp Vân,Phường Yên Sở,Quận Hoàng Mai,Hà Nội,65.0,m2,3.9,tỷ,
Vinhomes Smart City,Đông Nam,,2,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,60.0,m2,4.85,tỷ,
Imperia Smart City,,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại lộ Thăng Long,Phường Tây Mỗ,Quận Nam Từ Liêm,Hà Nội,54.0,m2,3.58,tỷ,
Vinhomes Smart City,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,43.0,m2,2.88,tỷ,
Vinhomes Smart City,,,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,55.0,m2,3.23,tỷ,
Vinhomes Ocean Park,,,,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,85.0,m2,5.0,tỷ,
Vinhomes Cổ Loa,,Giấy chứng nhận quyền sở hữu đất,,,,Xã Cổ Loa,Huyện Đông Anh,Hà Nội,33.7,m2,,tỷ,
Khu đô thị Eurowindow River Park,Tây,Giấy chứng nhận quyền sở hữu đất,,,,Xã Đông Hội,Huyện Đông Anh,Hà Nội,73.0,m2,,tỷ,
Vinhomes Ocean Park,,,2,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,60.0,m2,2.5,tỷ,
Goldmark City,,,,,Đường Hồ Tùng Mậu,Phường Phú Diễn,Quận Bắc Từ Liêm,Hà Nội,74.0,m2,4.85,tỷ,
Iris Garden,Đông Nam,Giấy tờ hợp lệ,,,Đường Trần Hữu Dực,Phường Mỹ Đình 1,Quận Nam Từ Liêm,Hà Nội,185.0,m2,,tỷ,
Vinhomes Smart City,Đông Bắc,Giấy chứng nhận quyền sở hữu đất,2,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,55.0,m2,3.7,tỷ,
Vinhomes Smart City,Đông Bắc,Giấy tờ hợp lệ,,,Đường Đại Mỗ,Phường Đại Mỗ,Quận Nam Từ Liêm,Hà Nội,28.0,m2,2.05,tỷ,
Đường Giang Văn Minh,,,1,,Đường Giang Văn Minh,,Quận Ba Đình,Hà Nội,35.0,m2,550.0,triệu,
Vinhomes Ocean Park,Tây Nam,,,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,46.0,m2,2.23,tỷ,
Quận Đống Đa,,Giấy chứng nhận quyền sở hữu đất,,,,,Quận Đống Đa,Hà Nội,25.0,m2,600.0,triệu,
Vinhomes Ocean Park,Tây Nam,Giấy chứng nhận quyền sở hữu đất,,,,Xã Dương Xá,Huyện Gia Lâm,Hà Nội,55.0,m2,2.7,tỷ,
